Configuration,time,num_colors,min_conflict,conflicts,best
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.07086515426635742,6,0,"[[0, 43], [50, 42], [100, 38], [150, 40], [200, 37], [250, 36], [300, 39], [350, 42], [400, 40], [450, 37], [500, 26], [550, 37], [600, 34], [650, 34], [700, 32], [750, 35], [800, 27], [850, 36], [900, 36], [950, 52], [1000, 40], [1050, 37], [1100, 37], [1150, 37], [1200, 36], [1250, 33], [1300, 58], [1350, 34], [1400, 42], [1450, 35], [1500, 38], [1550, 46], [1600, 36], [1650, 43], [1700, 39], [1750, 40], [1800, 41], [1850, 45], [1900, 50], [1950, 29], [2000, 37], [2050, 35], [2100, 41], [2150, 30], [2200, 42], [2250, 38], [2300, 35], [2350, 28], [2400, 40], [2450, 42], [2500, 32], [2550, 41], [2600, 29], [2650, 39], [2700, 24], [2750, 36], [2800, 43], [2850, 40], [2900, 36], [2950, 36], [3000, 32], [3050, 36], [3100, 37], [3150, 31], [3200, 38], [3250, 36], [3300, 28], [3350, 26], [3400, 34], [3450, 32], [3500, 43], [3550, 33], [3600, 29], [3650, 44], [3700, 27], [3750, 28], [3800, 35], [3850, 23], [3900, 36], [3950, 22], [4000, 31], [4050, 22], [4100, 19], [4150, 26], [4200, 20], [4250, 15], [4300, 19], [4350, 19], [4400, 27], [4450, 27], [4500, 20], [4550, 15], [4600, 41], [4650, 34], [4700, 17], [4750, 21], [4800, 19], [4850, 22], [4900, 31], [4950, 24], [5000, 14], [5050, 17], [5100, 15], [5150, 16], [5200, 11], [5250, 17], [5300, 15], [5350, 18], [5400, 19], [5450, 21], [5500, 16], [5550, 15], [5600, 14], [5650, 13], [5700, 21], [5750, 18], [5800, 17], [5850, 17], [5900, 12], [5950, 7], [6000, 3], [6050, 3], [6100, 6], [6150, 6], [6200, 7], [6250, 3], [6300, 5], [6350, 8], [6400, 5], [6450, 2], [6500, 3], [6550, 4], [6600, 4], [6650, 6], [6700, 8], [6750, 7], [6800, 2], [6850, 3], [6900, 1]]","[4, 0, 3, 5, 1, 4, 0, 3, 3, 1, 5, 4, 5, 3, 5, 1, 1, 1, 4, 3, 1, 5, 0, 2, 0, 2, 0, 2, 2, 2, 2, 3, 1, 5, 1, 1, 5, 3, 2, 3, 1, 3, 3, 1, 5, 2, 4]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.07530689239501953,6,0,"[[0, 49], [50, 44], [100, 28], [150, 43], [200, 46], [250, 43], [300, 35], [350, 28], [400, 40], [450, 43], [500, 36], [550, 41], [600, 53], [650, 34], [700, 42], [750, 38], [800, 38], [850, 48], [900, 41], [950, 35], [1000, 41], [1050, 34], [1100, 38], [1150, 27], [1200, 47], [1250, 43], [1300, 54], [1350, 32], [1400, 40], [1450, 33], [1500, 38], [1550, 31], [1600, 36], [1650, 38], [1700, 39], [1750, 41], [1800, 33], [1850, 28], [1900, 42], [1950, 40], [2000, 51], [2050, 37], [2100, 38], [2150, 40], [2200, 37], [2250, 41], [2300, 33], [2350, 28], [2400, 27], [2450, 42], [2500, 33], [2550, 45], [2600, 36], [2650, 38], [2700, 38], [2750, 38], [2800, 36], [2850, 41], [2900, 37], [2950, 40], [3000, 34], [3050, 33], [3100, 38], [3150, 27], [3200, 21], [3250, 34], [3300, 30], [3350, 33], [3400, 29], [3450, 25], [3500, 30], [3550, 23], [3600, 29], [3650, 39], [3700, 40], [3750, 31], [3800, 32], [3850, 30], [3900, 23], [3950, 26], [4000, 29], [4050, 31], [4100, 28], [4150, 31], [4200, 32], [4250, 26], [4300, 19], [4350, 28], [4400, 27], [4450, 27], [4500, 30], [4550, 31], [4600, 33], [4650, 27], [4700, 29], [4750, 23], [4800, 18], [4850, 17], [4900, 19], [4950, 19], [5000, 16], [5050, 17], [5100, 20], [5150, 17], [5200, 17], [5250, 18], [5300, 22], [5350, 9], [5400, 15], [5450, 11], [5500, 14], [5550, 20], [5600, 11], [5650, 13], [5700, 16], [5750, 15], [5800, 10], [5850, 13], [5900, 10], [5950, 11], [6000, 10], [6050, 8], [6100, 7], [6150, 9], [6200, 12], [6250, 10], [6300, 4], [6350, 6], [6400, 4], [6450, 3], [6500, 4], [6550, 7], [6600, 7], [6650, 3], [6700, 5], [6750, 5], [6800, 5], [6850, 6], [6900, 4], [6950, 6], [7000, 6], [7050, 3], [7100, 2], [7150, 2], [7200, 3], [7250, 3], [7300, 4], [7350, 1]]","[2, 0, 4, 0, 2, 5, 1, 5, 1, 5, 0, 5, 3, 3, 3, 2, 2, 3, 3, 5, 2, 2, 0, 4, 1, 4, 3, 2, 4, 1, 4, 1, 1, 4, 4, 3, 3, 3, 2, 3, 5, 1, 3, 3, 4, 1, 0]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.07194280624389648,6,0,"[[0, 34], [50, 40], [100, 48], [150, 38], [200, 35], [250, 42], [300, 29], [350, 41], [400, 34], [450, 31], [500, 35], [550, 47], [600, 39], [650, 40], [700, 37], [750, 40], [800, 44], [850, 43], [900, 40], [950, 38], [1000, 31], [1050, 31], [1100, 42], [1150, 34], [1200, 47], [1250, 42], [1300, 28], [1350, 37], [1400, 39], [1450, 32], [1500, 26], [1550, 37], [1600, 31], [1650, 41], [1700, 36], [1750, 32], [1800, 37], [1850, 34], [1900, 43], [1950, 36], [2000, 33], [2050, 36], [2100, 37], [2150, 45], [2200, 36], [2250, 41], [2300, 35], [2350, 38], [2400, 33], [2450, 35], [2500, 35], [2550, 35], [2600, 33], [2650, 33], [2700, 34], [2750, 29], [2800, 44], [2850, 38], [2900, 39], [2950, 31], [3000, 35], [3050, 35], [3100, 32], [3150, 31], [3200, 37], [3250, 32], [3300, 35], [3350, 25], [3400, 33], [3450, 33], [3500, 32], [3550, 27], [3600, 37], [3650, 38], [3700, 30], [3750, 31], [3800, 40], [3850, 37], [3900, 30], [3950, 30], [4000, 23], [4050, 28], [4100, 30], [4150, 37], [4200, 23], [4250, 23], [4300, 25], [4350, 21], [4400, 27], [4450, 25], [4500, 29], [4550, 26], [4600, 29], [4650, 16], [4700, 20], [4750, 19], [4800, 12], [4850, 14], [4900, 12], [4950, 17], [5000, 14], [5050, 26], [5100, 29], [5150, 26], [5200, 18], [5250, 19], [5300, 19], [5350, 19], [5400, 23], [5450, 15], [5500, 16], [5550, 10], [5600, 14], [5650, 13], [5700, 23], [5750, 11], [5800, 12], [5850, 8], [5900, 3], [5950, 8], [6000, 10], [6050, 16], [6100, 10], [6150, 7], [6200, 7], [6250, 9], [6300, 13], [6350, 4], [6400, 6], [6450, 7], [6500, 8], [6550, 5], [6600, 5], [6650, 6], [6700, 5], [6750, 3], [6800, 3], [6850, 3], [6900, 4], [6950, 6], [7000, 2], [7050, 3]]","[3, 4, 3, 4, 0, 0, 5, 1, 4, 5, 3, 1, 4, 1, 4, 0, 0, 0, 2, 4, 0, 3, 5, 3, 4, 3, 2, 0, 2, 2, 5, 4, 2, 3, 0, 2, 3, 2, 0, 2, 0, 2, 4, 0, 2, 5, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.10720205307006836,6,0,"[[0, 37], [50, 36], [100, 30], [150, 36], [200, 35], [250, 44], [300, 47], [350, 37], [400, 33], [450, 37], [500, 36], [550, 42], [600, 39], [650, 44], [700, 33], [750, 30], [800, 37], [850, 43], [900, 43], [950, 39], [1000, 36], [1050, 33], [1100, 36], [1150, 42], [1200, 33], [1250, 43], [1300, 41], [1350, 42], [1400, 29], [1450, 41], [1500, 28], [1550, 32], [1600, 31], [1650, 30], [1700, 33], [1750, 38], [1800, 39], [1850, 42], [1900, 40], [1950, 44], [2000, 36], [2050, 36], [2100, 33], [2150, 40], [2200, 38], [2250, 32], [2300, 29], [2350, 34], [2400, 40], [2450, 31], [2500, 24], [2550, 41], [2600, 31], [2650, 41], [2700, 33], [2750, 38], [2800, 48], [2850, 42], [2900, 38], [2950, 39], [3000, 37], [3050, 41], [3100, 39], [3150, 37], [3200, 33], [3250, 28], [3300, 25], [3350, 38], [3400, 34], [3450, 33], [3500, 32], [3550, 41], [3600, 40], [3650, 30], [3700, 40], [3750, 38], [3800, 38], [3850, 32], [3900, 38], [3950, 33], [4000, 24], [4050, 23], [4100, 38], [4150, 22], [4200, 33], [4250, 39], [4300, 29], [4350, 34], [4400, 29], [4450, 32], [4500, 28], [4550, 36], [4600, 33], [4650, 32], [4700, 27], [4750, 36], [4800, 32], [4850, 28], [4900, 32], [4950, 31], [5000, 32], [5050, 43], [5100, 36], [5150, 28], [5200, 34], [5250, 32], [5300, 34], [5350, 36], [5400, 26], [5450, 26], [5500, 32], [5550, 38], [5600, 26], [5650, 26], [5700, 26], [5750, 29], [5800, 33], [5850, 31], [5900, 31], [5950, 23], [6000, 34], [6050, 22], [6100, 24], [6150, 25], [6200, 26], [6250, 25], [6300, 24], [6350, 28], [6400, 30], [6450, 19], [6500, 24], [6550, 22], [6600, 20], [6650, 26], [6700, 18], [6750, 23], [6800, 29], [6850, 23], [6900, 26], [6950, 28], [7000, 33], [7050, 25], [7100, 23], [7150, 20], [7200, 17], [7250, 21], [7300, 13], [7350, 17], [7400, 18], [7450, 15], [7500, 24], [7550, 22], [7600, 16], [7650, 18], [7700, 14], [7750, 15], [7800, 18], [7850, 14], [7900, 10], [7950, 5], [8000, 7], [8050, 16], [8100, 10], [8150, 14], [8200, 12], [8250, 14], [8300, 13], [8350, 12], [8400, 9], [8450, 12], [8500, 12], [8550, 7], [8600, 13], [8650, 7], [8700, 9], [8750, 8], [8800, 11], [8850, 8], [8900, 6], [8950, 8], [9000, 5], [9050, 9], [9100, 7], [9150, 5], [9200, 3], [9250, 2], [9300, 3], [9350, 3], [9400, 3], [9450, 2], [9500, 2], [9550, 2], [9600, 2], [9650, 3], [9700, 3], [9750, 3], [9800, 4], [9850, 1], [9900, 2], [9950, 3], [10000, 3], [10050, 2], [10100, 2], [10150, 1], [10200, 2], [10250, 3], [10300, 3], [10350, 3], [10400, 3], [10450, 2]]","[4, 1, 4, 0, 1, 4, 1, 4, 0, 3, 5, 2, 2, 2, 2, 3, 2, 0, 2, 2, 3, 2, 1, 4, 0, 5, 5, 5, 4, 0, 4, 0, 3, 5, 5, 0, 0, 5, 5, 2, 2, 3, 0, 2, 5, 4, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.10126781463623047,6,0,"[[0, 42], [50, 37], [100, 28], [150, 29], [200, 31], [250, 35], [300, 38], [350, 37], [400, 42], [450, 38], [500, 38], [550, 36], [600, 33], [650, 38], [700, 32], [750, 29], [800, 38], [850, 43], [900, 34], [950, 25], [1000, 38], [1050, 36], [1100, 35], [1150, 41], [1200, 40], [1250, 40], [1300, 33], [1350, 31], [1400, 35], [1450, 41], [1500, 36], [1550, 41], [1600, 31], [1650, 34], [1700, 36], [1750, 41], [1800, 39], [1850, 42], [1900, 39], [1950, 37], [2000, 33], [2050, 39], [2100, 39], [2150, 51], [2200, 34], [2250, 37], [2300, 39], [2350, 39], [2400, 39], [2450, 47], [2500, 40], [2550, 32], [2600, 36], [2650, 37], [2700, 41], [2750, 35], [2800, 38], [2850, 44], [2900, 32], [2950, 41], [3000, 41], [3050, 36], [3100, 33], [3150, 33], [3200, 39], [3250, 23], [3300, 36], [3350, 33], [3400, 44], [3450, 31], [3500, 37], [3550, 30], [3600, 38], [3650, 36], [3700, 34], [3750, 35], [3800, 31], [3850, 31], [3900, 37], [3950, 32], [4000, 31], [4050, 39], [4100, 29], [4150, 31], [4200, 37], [4250, 46], [4300, 32], [4350, 34], [4400, 43], [4450, 38], [4500, 32], [4550, 30], [4600, 30], [4650, 27], [4700, 31], [4750, 32], [4800, 28], [4850, 35], [4900, 37], [4950, 35], [5000, 29], [5050, 38], [5100, 38], [5150, 39], [5200, 28], [5250, 27], [5300, 23], [5350, 30], [5400, 28], [5450, 28], [5500, 31], [5550, 20], [5600, 23], [5650, 31], [5700, 24], [5750, 34], [5800, 39], [5850, 28], [5900, 25], [5950, 17], [6000, 23], [6050, 27], [6100, 24], [6150, 25], [6200, 29], [6250, 22], [6300, 30], [6350, 24], [6400, 18], [6450, 20], [6500, 20], [6550, 19], [6600, 17], [6650, 23], [6700, 20], [6750, 29], [6800, 19], [6850, 28], [6900, 26], [6950, 20], [7000, 17], [7050, 20], [7100, 22], [7150, 16], [7200, 13], [7250, 13], [7300, 11], [7350, 12], [7400, 14], [7450, 14], [7500, 16], [7550, 14], [7600, 14], [7650, 9], [7700, 7], [7750, 11], [7800, 7], [7850, 9], [7900, 12], [7950, 11], [8000, 14], [8050, 18], [8100, 17], [8150, 13], [8200, 13], [8250, 10], [8300, 8], [8350, 5], [8400, 5], [8450, 5], [8500, 8], [8550, 7], [8600, 8], [8650, 11], [8700, 6], [8750, 2], [8800, 5], [8850, 7], [8900, 6], [8950, 4], [9000, 6], [9050, 9], [9100, 7], [9150, 3], [9200, 7], [9250, 4], [9300, 4], [9350, 3], [9400, 4], [9450, 3], [9500, 4], [9550, 6], [9600, 6], [9650, 5], [9700, 3], [9750, 2], [9800, 1], [9850, 2], [9900, 2], [9950, 1]]","[2, 5, 1, 3, 0, 1, 5, 1, 4, 0, 3, 2, 5, 3, 3, 2, 2, 4, 4, 4, 2, 2, 0, 1, 5, 1, 3, 2, 1, 5, 1, 4, 5, 3, 2, 5, 3, 5, 2, 4, 5, 1, 5, 4, 2, 1, 0]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.10030508041381836,6,0,"[[0, 38], [50, 44], [100, 35], [150, 33], [200, 35], [250, 39], [300, 40], [350, 39], [400, 42], [450, 34], [500, 32], [550, 37], [600, 40], [650, 46], [700, 36], [750, 42], [800, 38], [850, 39], [900, 35], [950, 42], [1000, 39], [1050, 34], [1100, 43], [1150, 34], [1200, 39], [1250, 37], [1300, 47], [1350, 33], [1400, 33], [1450, 37], [1500, 37], [1550, 37], [1600, 38], [1650, 40], [1700, 41], [1750, 35], [1800, 38], [1850, 43], [1900, 42], [1950, 32], [2000, 36], [2050, 36], [2100, 36], [2150, 25], [2200, 36], [2250, 32], [2300, 32], [2350, 34], [2400, 27], [2450, 45], [2500, 37], [2550, 42], [2600, 39], [2650, 32], [2700, 30], [2750, 41], [2800, 36], [2850, 39], [2900, 38], [2950, 34], [3000, 40], [3050, 38], [3100, 28], [3150, 32], [3200, 37], [3250, 51], [3300, 48], [3350, 42], [3400, 32], [3450, 37], [3500, 40], [3550, 38], [3600, 36], [3650, 42], [3700, 34], [3750, 39], [3800, 26], [3850, 35], [3900, 42], [3950, 39], [4000, 34], [4050, 31], [4100, 42], [4150, 31], [4200, 34], [4250, 42], [4300, 39], [4350, 28], [4400, 37], [4450, 33], [4500, 25], [4550, 31], [4600, 28], [4650, 30], [4700, 28], [4750, 28], [4800, 41], [4850, 39], [4900, 33], [4950, 34], [5000, 31], [5050, 28], [5100, 46], [5150, 24], [5200, 30], [5250, 31], [5300, 32], [5350, 39], [5400, 28], [5450, 24], [5500, 32], [5550, 33], [5600, 26], [5650, 35], [5700, 32], [5750, 26], [5800, 24], [5850, 23], [5900, 27], [5950, 27], [6000, 27], [6050, 32], [6100, 40], [6150, 24], [6200, 15], [6250, 25], [6300, 26], [6350, 28], [6400, 31], [6450, 25], [6500, 18], [6550, 27], [6600, 18], [6650, 21], [6700, 23], [6750, 14], [6800, 15], [6850, 18], [6900, 21], [6950, 23], [7000, 28], [7050, 30], [7100, 27], [7150, 24], [7200, 15], [7250, 19], [7300, 23], [7350, 16], [7400, 16], [7450, 20], [7500, 17], [7550, 19], [7600, 12], [7650, 16], [7700, 21], [7750, 21], [7800, 3], [7850, 2], [7900, 6], [7950, 12], [8000, 12], [8050, 16], [8100, 15], [8150, 13], [8200, 16], [8250, 8], [8300, 13], [8350, 8], [8400, 8], [8450, 12], [8500, 11], [8550, 12], [8600, 7], [8650, 9], [8700, 6], [8750, 6], [8800, 3], [8850, 3], [8900, 2], [8950, 2], [9000, 6], [9050, 9], [9100, 10], [9150, 5], [9200, 2], [9250, 3], [9300, 1], [9350, 4], [9400, 4], [9450, 3], [9500, 4], [9550, 4], [9600, 4], [9650, 4], [9700, 4], [9750, 2]]","[0, 3, 0, 2, 5, 4, 3, 4, 2, 5, 0, 5, 1, 4, 2, 5, 5, 2, 2, 2, 4, 0, 3, 4, 1, 0, 3, 1, 4, 1, 4, 3, 1, 0, 1, 5, 4, 1, 5, 1, 5, 1, 1, 4, 1, 3, 2]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.047003984451293945,7,0,"[[0, 36], [50, 33], [100, 36], [150, 30], [200, 35], [250, 45], [300, 36], [350, 34], [400, 35], [450, 43], [500, 31], [550, 31], [600, 34], [650, 27], [700, 32], [750, 31], [800, 25], [850, 29], [900, 42], [950, 45], [1000, 32], [1050, 31], [1100, 25], [1150, 37], [1200, 29], [1250, 21], [1300, 29], [1350, 33], [1400, 25], [1450, 25], [1500, 25], [1550, 32], [1600, 32], [1650, 19], [1700, 23], [1750, 21], [1800, 20], [1850, 30], [1900, 23], [1950, 30], [2000, 29], [2050, 31], [2100, 22], [2150, 29], [2200, 22], [2250, 16], [2300, 26], [2350, 20], [2400, 23], [2450, 19], [2500, 29], [2550, 17], [2600, 18], [2650, 24], [2700, 18], [2750, 21], [2800, 26], [2850, 21], [2900, 24], [2950, 28], [3000, 20], [3050, 22], [3100, 16], [3150, 12], [3200, 15], [3250, 14], [3300, 12], [3350, 14], [3400, 18], [3450, 18], [3500, 21], [3550, 19], [3600, 17], [3650, 12], [3700, 11], [3750, 9], [3800, 5], [3850, 8], [3900, 6], [3950, 6], [4000, 5], [4050, 8], [4100, 6], [4150, 3], [4200, 4], [4250, 4], [4300, 3], [4350, 2], [4400, 2], [4450, 1], [4500, 1], [4550, 1]]","[5, 6, 5, 4, 1, 5, 6, 5, 6, 6, 4, 2, 4, 2, 0, 2, 0, 6, 3, 3, 1, 4, 5, 2, 1, 5, 3, 1, 1, 0, 0, 3, 6, 2, 1, 6, 3, 2, 3, 0, 0, 2, 2, 2, 0, 5, 4]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.04321122169494629,7,0,"[[0, 37], [50, 36], [100, 37], [150, 33], [200, 34], [250, 34], [300, 29], [350, 24], [400, 26], [450, 21], [500, 35], [550, 30], [600, 33], [650, 30], [700, 35], [750, 33], [800, 27], [850, 29], [900, 34], [950, 23], [1000, 33], [1050, 31], [1100, 24], [1150, 26], [1200, 26], [1250, 22], [1300, 28], [1350, 32], [1400, 38], [1450, 38], [1500, 27], [1550, 25], [1600, 31], [1650, 33], [1700, 19], [1750, 33], [1800, 33], [1850, 31], [1900, 21], [1950, 23], [2000, 27], [2050, 19], [2100, 24], [2150, 30], [2200, 32], [2250, 30], [2300, 20], [2350, 20], [2400, 28], [2450, 20], [2500, 23], [2550, 27], [2600, 28], [2650, 28], [2700, 34], [2750, 29], [2800, 21], [2850, 23], [2900, 21], [2950, 26], [3000, 12], [3050, 11], [3100, 13], [3150, 15], [3200, 14], [3250, 11], [3300, 8], [3350, 9], [3400, 16], [3450, 15], [3500, 15], [3550, 15], [3600, 10], [3650, 13], [3700, 17], [3750, 11], [3800, 9], [3850, 12], [3900, 13], [3950, 7], [4000, 5], [4050, 6], [4100, 7], [4150, 5], [4200, 5]]","[2, 0, 2, 0, 1, 1, 4, 3, 4, 4, 2, 2, 0, 2, 6, 6, 6, 3, 3, 6, 5, 5, 1, 2, 0, 2, 0, 5, 4, 4, 3, 3, 3, 0, 2, 4, 5, 0, 5, 4, 5, 3, 4, 6, 0, 4, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.049330949783325195,7,0,"[[0, 35], [50, 37], [100, 26], [150, 23], [200, 31], [250, 24], [300, 34], [350, 42], [400, 34], [450, 34], [500, 29], [550, 30], [600, 34], [650, 36], [700, 29], [750, 32], [800, 36], [850, 34], [900, 33], [950, 25], [1000, 31], [1050, 30], [1100, 32], [1150, 30], [1200, 22], [1250, 26], [1300, 29], [1350, 40], [1400, 33], [1450, 29], [1500, 30], [1550, 37], [1600, 39], [1650, 39], [1700, 24], [1750, 24], [1800, 24], [1850, 35], [1900, 29], [1950, 20], [2000, 22], [2050, 20], [2100, 23], [2150, 23], [2200, 16], [2250, 21], [2300, 28], [2350, 22], [2400, 23], [2450, 22], [2500, 28], [2550, 23], [2600, 28], [2650, 20], [2700, 16], [2750, 18], [2800, 12], [2850, 7], [2900, 18], [2950, 18], [3000, 18], [3050, 16], [3100, 16], [3150, 17], [3200, 13], [3250, 12], [3300, 12], [3350, 4], [3400, 5], [3450, 14], [3500, 7], [3550, 9], [3600, 10], [3650, 7], [3700, 8], [3750, 8], [3800, 8], [3850, 4], [3900, 6], [3950, 7], [4000, 7], [4050, 3], [4100, 4], [4150, 4], [4200, 4], [4250, 6], [4300, 7], [4350, 5], [4400, 5], [4450, 6], [4500, 4], [4550, 3], [4600, 3], [4650, 3], [4700, 2], [4750, 1]]","[4, 5, 6, 5, 0, 6, 2, 6, 6, 0, 5, 3, 0, 3, 3, 3, 3, 2, 3, 6, 0, 3, 5, 1, 2, 1, 2, 2, 2, 0, 2, 2, 1, 4, 3, 3, 4, 2, 4, 0, 0, 3, 6, 4, 4, 1, 5]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.0710592269897461,7,0,"[[0, 33], [50, 43], [100, 31], [150, 41], [200, 43], [250, 31], [300, 40], [350, 34], [400, 30], [450, 26], [500, 33], [550, 26], [600, 28], [650, 28], [700, 28], [750, 38], [800, 25], [850, 23], [900, 26], [950, 31], [1000, 30], [1050, 26], [1100, 38], [1150, 41], [1200, 26], [1250, 32], [1300, 34], [1350, 20], [1400, 33], [1450, 31], [1500, 44], [1550, 36], [1600, 37], [1650, 34], [1700, 27], [1750, 35], [1800, 32], [1850, 35], [1900, 32], [1950, 32], [2000, 29], [2050, 25], [2100, 29], [2150, 25], [2200, 36], [2250, 34], [2300, 28], [2350, 28], [2400, 24], [2450, 23], [2500, 25], [2550, 24], [2600, 29], [2650, 31], [2700, 36], [2750, 31], [2800, 38], [2850, 26], [2900, 27], [2950, 30], [3000, 25], [3050, 20], [3100, 35], [3150, 23], [3200, 25], [3250, 31], [3300, 31], [3350, 28], [3400, 23], [3450, 23], [3500, 27], [3550, 16], [3600, 14], [3650, 31], [3700, 28], [3750, 21], [3800, 20], [3850, 21], [3900, 26], [3950, 16], [4000, 17], [4050, 16], [4100, 30], [4150, 20], [4200, 26], [4250, 20], [4300, 22], [4350, 12], [4400, 15], [4450, 16], [4500, 10], [4550, 9], [4600, 15], [4650, 12], [4700, 13], [4750, 14], [4800, 14], [4850, 9], [4900, 8], [4950, 7], [5000, 9], [5050, 10], [5100, 6], [5150, 4], [5200, 5], [5250, 9], [5300, 8], [5350, 7], [5400, 9], [5450, 8], [5500, 8], [5550, 11], [5600, 7], [5650, 2], [5700, 3], [5750, 5], [5800, 3], [5850, 2], [5900, 4], [5950, 4], [6000, 3], [6050, 5], [6100, 10], [6150, 6], [6200, 3], [6250, 4], [6300, 6], [6350, 5], [6400, 3], [6450, 2], [6500, 2], [6550, 1], [6600, 2], [6650, 1], [6700, 1], [6750, 1], [6800, 2], [6850, 2]]","[4, 3, 0, 0, 3, 1, 2, 2, 5, 1, 6, 4, 6, 4, 0, 4, 1, 1, 1, 1, 1, 6, 3, 4, 3, 5, 6, 6, 1, 1, 1, 1, 5, 6, 6, 5, 6, 5, 6, 2, 1, 5, 1, 2, 4, 2, 0]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.06058001518249512,7,0,"[[0, 25], [50, 27], [100, 37], [150, 31], [200, 32], [250, 29], [300, 35], [350, 36], [400, 36], [450, 33], [500, 38], [550, 28], [600, 25], [650, 29], [700, 38], [750, 27], [800, 29], [850, 26], [900, 30], [950, 30], [1000, 37], [1050, 40], [1100, 30], [1150, 27], [1200, 37], [1250, 28], [1300, 34], [1350, 36], [1400, 36], [1450, 35], [1500, 26], [1550, 31], [1600, 33], [1650, 24], [1700, 35], [1750, 35], [1800, 31], [1850, 35], [1900, 31], [1950, 30], [2000, 27], [2050, 22], [2100, 41], [2150, 38], [2200, 32], [2250, 37], [2300, 25], [2350, 33], [2400, 31], [2450, 25], [2500, 24], [2550, 29], [2600, 33], [2650, 29], [2700, 17], [2750, 30], [2800, 30], [2850, 36], [2900, 27], [2950, 29], [3000, 28], [3050, 17], [3100, 20], [3150, 26], [3200, 22], [3250, 25], [3300, 20], [3350, 20], [3400, 22], [3450, 23], [3500, 25], [3550, 22], [3600, 27], [3650, 31], [3700, 28], [3750, 22], [3800, 23], [3850, 21], [3900, 18], [3950, 16], [4000, 19], [4050, 23], [4100, 18], [4150, 20], [4200, 14], [4250, 16], [4300, 18], [4350, 17], [4400, 20], [4450, 15], [4500, 13], [4550, 6], [4600, 12], [4650, 10], [4700, 15], [4750, 17], [4800, 15], [4850, 16], [4900, 17], [4950, 20], [5000, 11], [5050, 8], [5100, 12], [5150, 9], [5200, 9], [5250, 8], [5300, 9], [5350, 6], [5400, 3], [5450, 1], [5500, 4], [5550, 3], [5600, 3], [5650, 5], [5700, 9], [5750, 7], [5800, 3]]","[6, 3, 0, 0, 4, 6, 3, 0, 5, 6, 4, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 0, 6, 5, 0, 5, 4, 5, 3, 6, 3, 6, 4, 4, 5, 2, 5, 3, 6, 3, 6, 5, 3, 2, 6, 1]"
