Configuration,time,num_colors,min_conflict,conflicts,best
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.05524802207946777,6,0,"[[0, 36], [50, 40], [100, 39], [150, 39], [200, 45], [250, 29], [300, 32], [350, 33], [400, 35], [450, 30], [500, 44], [550, 40], [600, 46], [650, 39], [700, 43], [750, 35], [800, 34], [850, 41], [900, 41], [950, 38], [1000, 29], [1050, 37], [1100, 30], [1150, 37], [1200, 29], [1250, 33], [1300, 49], [1350, 39], [1400, 39], [1450, 43], [1500, 40], [1550, 40], [1600, 38], [1650, 45], [1700, 37], [1750, 32], [1800, 42], [1850, 34], [1900, 35], [1950, 31], [2000, 31], [2050, 27], [2100, 28], [2150, 25], [2200, 34], [2250, 34], [2300, 29], [2350, 25], [2400, 22], [2450, 23], [2500, 26], [2550, 39], [2600, 39], [2650, 30], [2700, 26], [2750, 26], [2800, 27], [2850, 19], [2900, 14], [2950, 24], [3000, 26], [3050, 24], [3100, 22], [3150, 27], [3200, 27], [3250, 24], [3300, 20], [3350, 24], [3400, 14], [3450, 17], [3500, 16], [3550, 22], [3600, 21], [3650, 19], [3700, 17], [3750, 8], [3800, 7], [3850, 10], [3900, 8], [3950, 7], [4000, 11], [4050, 7], [4100, 9], [4150, 8], [4200, 7], [4250, 2], [4300, 2], [4350, 5], [4400, 6], [4450, 6], [4500, 4], [4550, 5], [4600, 4], [4650, 2], [4700, 1], [4750, 1], [4800, 2], [4850, 2], [4900, 4], [4950, 4], [5000, 4], [5050, 3], [5100, 2], [5150, 1], [5200, 1], [5250, 1], [5300, 1], [5350, 1], [5400, 1], [5450, 1]]","[0, 3, 2, 4, 0, 0, 5, 5, 4, 5, 2, 2, 3, 1, 3, 3, 5, 3, 1, 3, 5, 2, 4, 1, 3, 2, 1, 0, 1, 3, 5, 5, 0, 2, 1, 1, 1, 3, 3, 0, 5, 1, 3, 0, 3, 0, 4]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.05306100845336914,6,0,"[[0, 44], [50, 38], [100, 43], [150, 37], [200, 34], [250, 43], [300, 39], [350, 39], [400, 36], [450, 44], [500, 33], [550, 33], [600, 34], [650, 30], [700, 36], [750, 43], [800, 43], [850, 33], [900, 33], [950, 31], [1000, 38], [1050, 33], [1100, 35], [1150, 42], [1200, 34], [1250, 53], [1300, 43], [1350, 34], [1400, 28], [1450, 36], [1500, 31], [1550, 34], [1600, 32], [1650, 23], [1700, 44], [1750, 31], [1800, 37], [1850, 41], [1900, 46], [1950, 39], [2000, 37], [2050, 38], [2100, 35], [2150, 36], [2200, 39], [2250, 37], [2300, 29], [2350, 39], [2400, 32], [2450, 33], [2500, 42], [2550, 32], [2600, 24], [2650, 32], [2700, 31], [2750, 21], [2800, 28], [2850, 20], [2900, 20], [2950, 21], [3000, 23], [3050, 28], [3100, 26], [3150, 24], [3200, 23], [3250, 19], [3300, 14], [3350, 16], [3400, 16], [3450, 15], [3500, 20], [3550, 20], [3600, 15], [3650, 14], [3700, 16], [3750, 9], [3800, 8], [3850, 12], [3900, 10], [3950, 10], [4000, 12], [4050, 10], [4100, 6], [4150, 8], [4200, 6], [4250, 5], [4300, 6], [4350, 6], [4400, 4], [4450, 3], [4500, 2], [4550, 2], [4600, 1], [4650, 2], [4700, 2], [4750, 1], [4800, 3], [4850, 3], [4900, 2], [4950, 3], [5000, 3], [5050, 2], [5100, 1], [5150, 1], [5200, 1], [5250, 1], [5300, 1], [5350, 1]]","[4, 3, 4, 5, 0, 4, 2, 4, 5, 2, 0, 4, 3, 4, 3, 2, 2, 2, 1, 3, 3, 3, 5, 0, 0, 4, 5, 2, 4, 2, 1, 1, 2, 0, 4, 1, 4, 1, 2, 1, 1, 4, 2, 1, 0, 5, 3]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.06960320472717285,6,0,"[[0, 32], [50, 32], [100, 39], [150, 34], [200, 37], [250, 39], [300, 35], [350, 52], [400, 38], [450, 45], [500, 31], [550, 35], [600, 42], [650, 38], [700, 23], [750, 40], [800, 38], [850, 44], [900, 48], [950, 51], [1000, 31], [1050, 44], [1100, 43], [1150, 39], [1200, 35], [1250, 35], [1300, 42], [1350, 40], [1400, 37], [1450, 37], [1500, 39], [1550, 37], [1600, 34], [1650, 27], [1700, 28], [1750, 32], [1800, 40], [1850, 40], [1900, 33], [1950, 25], [2000, 44], [2050, 34], [2100, 42], [2150, 42], [2200, 37], [2250, 37], [2300, 38], [2350, 39], [2400, 31], [2450, 25], [2500, 30], [2550, 33], [2600, 38], [2650, 30], [2700, 27], [2750, 24], [2800, 32], [2850, 30], [2900, 23], [2950, 26], [3000, 33], [3050, 34], [3100, 27], [3150, 31], [3200, 17], [3250, 27], [3300, 32], [3350, 20], [3400, 24], [3450, 23], [3500, 42], [3550, 34], [3600, 34], [3650, 11], [3700, 32], [3750, 34], [3800, 36], [3850, 31], [3900, 27], [3950, 34], [4000, 26], [4050, 31], [4100, 26], [4150, 23], [4200, 16], [4250, 18], [4300, 31], [4350, 27], [4400, 26], [4450, 21], [4500, 20], [4550, 25], [4600, 19], [4650, 19], [4700, 20], [4750, 25], [4800, 25], [4850, 22], [4900, 21], [4950, 19], [5000, 19], [5050, 13], [5100, 18], [5150, 17], [5200, 14], [5250, 20], [5300, 16], [5350, 12], [5400, 16], [5450, 12], [5500, 9], [5550, 7], [5600, 7], [5650, 4], [5700, 8], [5750, 5], [5800, 7], [5850, 4], [5900, 9], [5950, 6], [6000, 4], [6050, 6], [6100, 7], [6150, 3], [6200, 4], [6250, 2], [6300, 1], [6350, 1], [6400, 1], [6450, 3], [6500, 2], [6550, 1], [6600, 1], [6650, 1], [6700, 1], [6750, 1], [6800, 1], [6850, 1]]","[1, 5, 3, 2, 1, 3, 5, 3, 3, 5, 2, 4, 2, 2, 4, 1, 1, 5, 3, 3, 5, 4, 0, 0, 5, 4, 0, 5, 1, 5, 0, 5, 5, 4, 1, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 3]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.07230305671691895,6,0,"[[0, 39], [50, 40], [100, 42], [150, 42], [200, 36], [250, 36], [300, 35], [350, 40], [400, 38], [450, 37], [500, 28], [550, 36], [600, 29], [650, 29], [700, 35], [750, 32], [800, 35], [850, 34], [900, 33], [950, 31], [1000, 24], [1050, 37], [1100, 38], [1150, 33], [1200, 36], [1250, 40], [1300, 42], [1350, 43], [1400, 36], [1450, 37], [1500, 36], [1550, 30], [1600, 35], [1650, 28], [1700, 36], [1750, 35], [1800, 39], [1850, 42], [1900, 39], [1950, 36], [2000, 41], [2050, 38], [2100, 35], [2150, 31], [2200, 34], [2250, 30], [2300, 43], [2350, 36], [2400, 31], [2450, 25], [2500, 31], [2550, 29], [2600, 31], [2650, 52], [2700, 44], [2750, 35], [2800, 38], [2850, 45], [2900, 37], [2950, 33], [3000, 33], [3050, 24], [3100, 34], [3150, 30], [3200, 27], [3250, 26], [3300, 39], [3350, 44], [3400, 34], [3450, 26], [3500, 37], [3550, 32], [3600, 31], [3650, 27], [3700, 38], [3750, 28], [3800, 30], [3850, 27], [3900, 24], [3950, 23], [4000, 21], [4050, 29], [4100, 26], [4150, 32], [4200, 22], [4250, 22], [4300, 23], [4350, 28], [4400, 35], [4450, 28], [4500, 20], [4550, 25], [4600, 25], [4650, 21], [4700, 17], [4750, 31], [4800, 20], [4850, 22], [4900, 11], [4950, 18], [5000, 16], [5050, 20], [5100, 15], [5150, 10], [5200, 13], [5250, 13], [5300, 15], [5350, 17], [5400, 10], [5450, 9], [5500, 9], [5550, 8], [5600, 10], [5650, 16], [5700, 14], [5750, 8], [5800, 7], [5850, 10], [5900, 7], [5950, 6], [6000, 8], [6050, 7], [6100, 7], [6150, 4], [6200, 3], [6250, 6], [6300, 8], [6350, 6], [6400, 5], [6450, 2], [6500, 3], [6550, 2], [6600, 3], [6650, 6], [6700, 3], [6750, 3], [6800, 3], [6850, 1], [6900, 1], [6950, 1]]","[3, 1, 0, 0, 3, 2, 5, 2, 0, 5, 1, 2, 5, 2, 4, 3, 3, 4, 2, 4, 3, 4, 0, 2, 5, 2, 0, 5, 2, 5, 2, 0, 5, 1, 2, 1, 2, 1, 4, 5, 4, 2, 4, 5, 4, 0, 3]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.07236194610595703,6,0,"[[0, 39], [50, 42], [100, 34], [150, 41], [200, 40], [250, 32], [300, 43], [350, 33], [400, 28], [450, 35], [500, 40], [550, 41], [600, 37], [650, 49], [700, 29], [750, 44], [800, 36], [850, 48], [900, 41], [950, 37], [1000, 38], [1050, 44], [1100, 38], [1150, 40], [1200, 35], [1250, 41], [1300, 49], [1350, 30], [1400, 31], [1450, 41], [1500, 40], [1550, 27], [1600, 43], [1650, 36], [1700, 35], [1750, 35], [1800, 26], [1850, 32], [1900, 34], [1950, 42], [2000, 38], [2050, 39], [2100, 29], [2150, 39], [2200, 31], [2250, 41], [2300, 30], [2350, 42], [2400, 26], [2450, 42], [2500, 30], [2550, 39], [2600, 35], [2650, 28], [2700, 25], [2750, 32], [2800, 25], [2850, 33], [2900, 37], [2950, 41], [3000, 36], [3050, 31], [3100, 25], [3150, 29], [3200, 29], [3250, 39], [3300, 25], [3350, 33], [3400, 24], [3450, 27], [3500, 31], [3550, 43], [3600, 29], [3650, 27], [3700, 30], [3750, 28], [3800, 32], [3850, 20], [3900, 28], [3950, 32], [4000, 31], [4050, 28], [4100, 29], [4150, 24], [4200, 28], [4250, 30], [4300, 32], [4350, 28], [4400, 19], [4450, 16], [4500, 17], [4550, 22], [4600, 18], [4650, 17], [4700, 14], [4750, 21], [4800, 22], [4850, 29], [4900, 19], [4950, 13], [5000, 13], [5050, 17], [5100, 18], [5150, 10], [5200, 11], [5250, 12], [5300, 18], [5350, 12], [5400, 11], [5450, 8], [5500, 9], [5550, 12], [5600, 12], [5650, 15], [5700, 9], [5750, 9], [5800, 12], [5850, 13], [5900, 8], [5950, 9], [6000, 6], [6050, 11], [6100, 12], [6150, 10], [6200, 7], [6250, 4], [6300, 6], [6350, 6], [6400, 5], [6450, 2], [6500, 5], [6550, 4], [6600, 3], [6650, 5], [6700, 5], [6750, 3], [6800, 4], [6850, 1], [6900, 1], [6950, 1]]","[2, 3, 1, 3, 4, 2, 3, 0, 0, 0, 1, 1, 5, 1, 3, 5, 2, 5, 0, 0, 0, 1, 4, 2, 3, 2, 3, 4, 4, 4, 0, 0, 2, 4, 2, 3, 2, 3, 2, 0, 5, 0, 3, 5, 5, 4, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.10552501678466797,6,0,"[[0, 34], [50, 34], [100, 29], [150, 35], [200, 38], [250, 35], [300, 37], [350, 35], [400, 40], [450, 32], [500, 29], [550, 38], [600, 37], [650, 52], [700, 43], [750, 44], [800, 32], [850, 37], [900, 30], [950, 35], [1000, 28], [1050, 33], [1100, 30], [1150, 44], [1200, 36], [1250, 38], [1300, 41], [1350, 31], [1400, 30], [1450, 32], [1500, 45], [1550, 38], [1600, 30], [1650, 32], [1700, 37], [1750, 38], [1800, 45], [1850, 47], [1900, 41], [1950, 43], [2000, 32], [2050, 31], [2100, 30], [2150, 41], [2200, 37], [2250, 42], [2300, 36], [2350, 28], [2400, 39], [2450, 44], [2500, 40], [2550, 40], [2600, 36], [2650, 37], [2700, 45], [2750, 32], [2800, 21], [2850, 26], [2900, 30], [2950, 29], [3000, 38], [3050, 43], [3100, 35], [3150, 42], [3200, 29], [3250, 32], [3300, 32], [3350, 35], [3400, 46], [3450, 37], [3500, 31], [3550, 27], [3600, 28], [3650, 43], [3700, 28], [3750, 37], [3800, 37], [3850, 38], [3900, 34], [3950, 45], [4000, 43], [4050, 33], [4100, 28], [4150, 29], [4200, 36], [4250, 22], [4300, 46], [4350, 37], [4400, 33], [4450, 28], [4500, 31], [4550, 32], [4600, 41], [4650, 22], [4700, 39], [4750, 41], [4800, 33], [4850, 30], [4900, 32], [4950, 31], [5000, 18], [5050, 33], [5100, 31], [5150, 35], [5200, 30], [5250, 26], [5300, 28], [5350, 38], [5400, 27], [5450, 17], [5500, 27], [5550, 31], [5600, 27], [5650, 46], [5700, 34], [5750, 33], [5800, 24], [5850, 22], [5900, 27], [5950, 25], [6000, 21], [6050, 25], [6100, 22], [6150, 21], [6200, 22], [6250, 31], [6300, 26], [6350, 21], [6400, 15], [6450, 24], [6500, 17], [6550, 22], [6600, 21], [6650, 19], [6700, 16], [6750, 17], [6800, 17], [6850, 19], [6900, 11], [6950, 17], [7000, 18], [7050, 21], [7100, 17], [7150, 6], [7200, 8], [7250, 7], [7300, 13], [7350, 15], [7400, 14], [7450, 20], [7500, 18], [7550, 15], [7600, 13], [7650, 14], [7700, 12], [7750, 10], [7800, 13], [7850, 12], [7900, 12], [7950, 9], [8000, 12], [8050, 8], [8100, 7], [8150, 7], [8200, 10], [8250, 7], [8300, 5], [8350, 6], [8400, 5], [8450, 8], [8500, 5], [8550, 4], [8600, 3], [8650, 4], [8700, 4], [8750, 3], [8800, 3], [8850, 3], [8900, 3], [8950, 3], [9000, 3], [9050, 2], [9100, 2], [9150, 3], [9200, 2], [9250, 4], [9300, 2], [9350, 4], [9400, 4], [9450, 1], [9500, 1], [9550, 3], [9600, 3], [9650, 4], [9700, 4], [9750, 3], [9800, 3], [9850, 3], [9900, 2], [9950, 3], [10000, 2], [10050, 3], [10100, 2], [10150, 1], [10200, 1], [10250, 1]]","[5, 0, 1, 0, 3, 5, 4, 5, 4, 3, 0, 5, 4, 1, 4, 2, 4, 4, 2, 4, 4, 0, 3, 1, 0, 5, 0, 3, 2, 3, 1, 1, 2, 0, 2, 0, 5, 1, 2, 2, 2, 2, 2, 2, 1, 3, 4]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.09689092636108398,6,0,"[[0, 43], [50, 41], [100, 39], [150, 44], [200, 37], [250, 26], [300, 30], [350, 37], [400, 34], [450, 30], [500, 45], [550, 35], [600, 38], [650, 34], [700, 34], [750, 40], [800, 37], [850, 40], [900, 38], [950, 39], [1000, 31], [1050, 31], [1100, 34], [1150, 37], [1200, 29], [1250, 46], [1300, 32], [1350, 42], [1400, 31], [1450, 40], [1500, 47], [1550, 35], [1600, 41], [1650, 35], [1700, 37], [1750, 40], [1800, 43], [1850, 34], [1900, 27], [1950, 36], [2000, 34], [2050, 35], [2100, 46], [2150, 32], [2200, 41], [2250, 33], [2300, 31], [2350, 42], [2400, 41], [2450, 41], [2500, 39], [2550, 40], [2600, 33], [2650, 37], [2700, 40], [2750, 29], [2800, 45], [2850, 37], [2900, 42], [2950, 28], [3000, 33], [3050, 46], [3100, 39], [3150, 24], [3200, 35], [3250, 40], [3300, 35], [3350, 33], [3400, 26], [3450, 26], [3500, 21], [3550, 32], [3600, 28], [3650, 50], [3700, 37], [3750, 39], [3800, 31], [3850, 29], [3900, 35], [3950, 29], [4000, 35], [4050, 39], [4100, 37], [4150, 39], [4200, 33], [4250, 27], [4300, 41], [4350, 32], [4400, 31], [4450, 31], [4500, 41], [4550, 33], [4600, 27], [4650, 28], [4700, 30], [4750, 31], [4800, 23], [4850, 23], [4900, 36], [4950, 31], [5000, 36], [5050, 28], [5100, 35], [5150, 28], [5200, 35], [5250, 26], [5300, 27], [5350, 27], [5400, 28], [5450, 26], [5500, 35], [5550, 34], [5600, 23], [5650, 23], [5700, 21], [5750, 19], [5800, 22], [5850, 23], [5900, 19], [5950, 23], [6000, 33], [6050, 19], [6100, 18], [6150, 14], [6200, 14], [6250, 19], [6300, 19], [6350, 9], [6400, 17], [6450, 22], [6500, 19], [6550, 23], [6600, 24], [6650, 16], [6700, 12], [6750, 13], [6800, 7], [6850, 15], [6900, 19], [6950, 13], [7000, 20], [7050, 17], [7100, 17], [7150, 16], [7200, 10], [7250, 11], [7300, 9], [7350, 19], [7400, 18], [7450, 15], [7500, 14], [7550, 14], [7600, 13], [7650, 16], [7700, 12], [7750, 19], [7800, 13], [7850, 11], [7900, 7], [7950, 8], [8000, 10], [8050, 9], [8100, 10], [8150, 10], [8200, 12], [8250, 9], [8300, 11], [8350, 12], [8400, 10], [8450, 8], [8500, 2], [8550, 5], [8600, 5], [8650, 3], [8700, 4], [8750, 4], [8800, 8], [8850, 6], [8900, 3], [8950, 6], [9000, 6], [9050, 6], [9100, 2], [9150, 3], [9200, 3], [9250, 5], [9300, 6], [9350, 3], [9400, 1], [9450, 1]]","[1, 3, 2, 5, 1, 4, 4, 4, 4, 4, 3, 1, 0, 0, 0, 0, 1, 0, 4, 4, 1, 0, 3, 2, 5, 2, 5, 1, 2, 5, 2, 2, 1, 5, 0, 0, 2, 2, 0, 4, 5, 4, 0, 1, 0, 5, 3]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.08935403823852539,6,0,"[[0, 39], [50, 31], [100, 46], [150, 39], [200, 47], [250, 41], [300, 37], [350, 41], [400, 39], [450, 47], [500, 31], [550, 41], [600, 47], [650, 40], [700, 36], [750, 40], [800, 40], [850, 35], [900, 41], [950, 42], [1000, 44], [1050, 40], [1100, 40], [1150, 38], [1200, 40], [1250, 41], [1300, 37], [1350, 43], [1400, 34], [1450, 32], [1500, 39], [1550, 31], [1600, 42], [1650, 35], [1700, 31], [1750, 35], [1800, 39], [1850, 37], [1900, 39], [1950, 39], [2000, 37], [2050, 40], [2100, 46], [2150, 41], [2200, 36], [2250, 36], [2300, 40], [2350, 41], [2400, 44], [2450, 34], [2500, 33], [2550, 36], [2600, 35], [2650, 38], [2700, 34], [2750, 39], [2800, 31], [2850, 39], [2900, 30], [2950, 41], [3000, 34], [3050, 33], [3100, 33], [3150, 43], [3200, 32], [3250, 34], [3300, 43], [3350, 35], [3400, 31], [3450, 37], [3500, 34], [3550, 33], [3600, 26], [3650, 39], [3700, 28], [3750, 41], [3800, 30], [3850, 42], [3900, 37], [3950, 33], [4000, 32], [4050, 28], [4100, 32], [4150, 25], [4200, 45], [4250, 40], [4300, 32], [4350, 19], [4400, 25], [4450, 33], [4500, 36], [4550, 32], [4600, 31], [4650, 27], [4700, 25], [4750, 33], [4800, 36], [4850, 30], [4900, 30], [4950, 38], [5000, 29], [5050, 25], [5100, 36], [5150, 23], [5200, 26], [5250, 26], [5300, 24], [5350, 25], [5400, 30], [5450, 34], [5500, 32], [5550, 37], [5600, 33], [5650, 30], [5700, 36], [5750, 29], [5800, 28], [5850, 30], [5900, 28], [5950, 27], [6000, 28], [6050, 25], [6100, 24], [6150, 22], [6200, 17], [6250, 25], [6300, 26], [6350, 18], [6400, 17], [6450, 13], [6500, 28], [6550, 31], [6600, 15], [6650, 18], [6700, 17], [6750, 20], [6800, 19], [6850, 24], [6900, 21], [6950, 21], [7000, 20], [7050, 13], [7100, 14], [7150, 13], [7200, 8], [7250, 15], [7300, 16], [7350, 14], [7400, 15], [7450, 14], [7500, 14], [7550, 11], [7600, 10], [7650, 12], [7700, 7], [7750, 8], [7800, 7], [7850, 6], [7900, 7], [7950, 10], [8000, 11], [8050, 14], [8100, 10], [8150, 14], [8200, 12], [8250, 8], [8300, 12], [8350, 12], [8400, 8], [8450, 6], [8500, 5], [8550, 7], [8600, 3], [8650, 3], [8700, 4], [8750, 2]]","[0, 1, 4, 4, 1, 5, 5, 5, 5, 5, 1, 3, 3, 4, 4, 3, 3, 5, 0, 3, 2, 4, 1, 2, 2, 4, 4, 2, 2, 5, 2, 5, 2, 1, 3, 2, 2, 2, 3, 3, 5, 5, 3, 5, 4, 1, 0]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.0530858039855957,6,0,"[[0, 39], [50, 36], [100, 41], [150, 44], [200, 29], [250, 39], [300, 46], [350, 46], [400, 37], [450, 39], [500, 48], [550, 48], [600, 39], [650, 38], [700, 30], [750, 51], [800, 40], [850, 44], [900, 46], [950, 34], [1000, 40], [1050, 39], [1100, 27], [1150, 33], [1200, 37], [1250, 29], [1300, 37], [1350, 33], [1400, 37], [1450, 38], [1500, 38], [1550, 31], [1600, 27], [1650, 38], [1700, 34], [1750, 35], [1800, 38], [1850, 30], [1900, 31], [1950, 27], [2000, 27], [2050, 25], [2100, 39], [2150, 39], [2200, 34], [2250, 31], [2300, 35], [2350, 35], [2400, 31], [2450, 30], [2500, 26], [2550, 17], [2600, 36], [2650, 23], [2700, 22], [2750, 32], [2800, 29], [2850, 37], [2900, 29], [2950, 29], [3000, 30], [3050, 32], [3100, 22], [3150, 23], [3200, 23], [3250, 26], [3300, 21], [3350, 20], [3400, 26], [3450, 25], [3500, 12], [3550, 11], [3600, 13], [3650, 13], [3700, 12], [3750, 14], [3800, 18], [3850, 13], [3900, 13], [3950, 17], [4000, 16], [4050, 18], [4100, 14], [4150, 13], [4200, 10], [4250, 8], [4300, 10], [4350, 10], [4400, 7], [4450, 11], [4500, 13], [4550, 7], [4600, 9], [4650, 7], [4700, 5], [4750, 5], [4800, 4], [4850, 5], [4900, 3], [4950, 2], [5000, 2], [5050, 1], [5100, 2], [5150, 2], [5200, 1]]","[3, 0, 1, 1, 0, 3, 0, 4, 4, 3, 2, 2, 5, 4, 4, 2, 4, 4, 4, 4, 4, 2, 0, 2, 5, 1, 1, 5, 3, 5, 4, 5, 5, 2, 2, 2, 1, 2, 3, 4, 5, 4, 1, 5, 2, 1, 0]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.05204582214355469,6,0,"[[0, 48], [50, 42], [100, 42], [150, 45], [200, 40], [250, 49], [300, 41], [350, 40], [400, 39], [450, 38], [500, 38], [550, 41], [600, 45], [650, 45], [700, 39], [750, 47], [800, 35], [850, 39], [900, 38], [950, 35], [1000, 32], [1050, 34], [1100, 23], [1150, 30], [1200, 40], [1250, 42], [1300, 39], [1350, 26], [1400, 53], [1450, 37], [1500, 30], [1550, 43], [1600, 38], [1650, 31], [1700, 42], [1750, 43], [1800, 36], [1850, 42], [1900, 36], [1950, 39], [2000, 33], [2050, 40], [2100, 29], [2150, 32], [2200, 25], [2250, 32], [2300, 25], [2350, 38], [2400, 31], [2450, 30], [2500, 39], [2550, 29], [2600, 31], [2650, 41], [2700, 39], [2750, 30], [2800, 28], [2850, 42], [2900, 24], [2950, 23], [3000, 30], [3050, 29], [3100, 21], [3150, 23], [3200, 14], [3250, 13], [3300, 13], [3350, 19], [3400, 20], [3450, 16], [3500, 18], [3550, 17], [3600, 22], [3650, 22], [3700, 16], [3750, 14], [3800, 8], [3850, 11], [3900, 14], [3950, 16], [4000, 16], [4050, 18], [4100, 18], [4150, 16], [4200, 9], [4250, 7], [4300, 4], [4350, 7], [4400, 5], [4450, 7], [4500, 9], [4550, 6], [4600, 4], [4650, 3], [4700, 2], [4750, 6], [4800, 5], [4850, 3], [4900, 4], [4950, 4], [5000, 4], [5050, 4], [5100, 3], [5150, 1]]","[2, 3, 2, 3, 1, 1, 3, 5, 5, 1, 4, 1, 0, 5, 0, 0, 1, 1, 0, 3, 0, 0, 4, 2, 3, 5, 5, 1, 1, 3, 2, 5, 1, 2, 0, 0, 2, 3, 1, 1, 1, 0, 3, 5, 0, 2, 4]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.05379891395568848,6,0,"[[0, 39], [50, 27], [100, 46], [150, 43], [200, 35], [250, 42], [300, 30], [350, 37], [400, 41], [450, 41], [500, 43], [550, 39], [600, 47], [650, 41], [700, 36], [750, 40], [800, 38], [850, 28], [900, 38], [950, 35], [1000, 39], [1050, 43], [1100, 46], [1150, 32], [1200, 38], [1250, 29], [1300, 33], [1350, 40], [1400, 37], [1450, 33], [1500, 34], [1550, 35], [1600, 29], [1650, 45], [1700, 29], [1750, 34], [1800, 43], [1850, 33], [1900, 34], [1950, 26], [2000, 35], [2050, 42], [2100, 33], [2150, 43], [2200, 38], [2250, 35], [2300, 25], [2350, 30], [2400, 34], [2450, 30], [2500, 28], [2550, 31], [2600, 20], [2650, 22], [2700, 31], [2750, 30], [2800, 34], [2850, 26], [2900, 27], [2950, 35], [3000, 30], [3050, 29], [3100, 26], [3150, 26], [3200, 29], [3250, 24], [3300, 16], [3350, 21], [3400, 25], [3450, 17], [3500, 17], [3550, 24], [3600, 19], [3650, 23], [3700, 20], [3750, 11], [3800, 11], [3850, 12], [3900, 10], [3950, 15], [4000, 14], [4050, 11], [4100, 9], [4150, 9], [4200, 10], [4250, 7], [4300, 8], [4350, 9], [4400, 11], [4450, 7], [4500, 4], [4550, 6], [4600, 4], [4650, 3], [4700, 3], [4750, 3], [4800, 3], [4850, 3], [4900, 3], [4950, 2], [5000, 3], [5050, 3], [5100, 3], [5150, 2], [5200, 2], [5250, 2]]","[3, 1, 4, 0, 5, 3, 0, 2, 0, 1, 4, 2, 5, 2, 0, 3, 5, 0, 3, 2, 3, 5, 1, 4, 0, 2, 4, 5, 2, 0, 2, 0, 3, 4, 2, 5, 2, 0, 3, 5, 5, 0, 2, 3, 4, 4, 1]"
