Configuration,time,num_colors,conflicts,generation,geneations_conflicts,best
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 3, 'SELECTION_METHOD': 'tournament', 'CROSSOVER_METHOD': 'uniform', 'MUTATE_METHOD': 'independent'}",0.8850927352905273,6,0,195,"[[0, 21], [1, 21], [2, 21], [3, 21], [4, 20], [5, 20], [6, 19], [7, 19], [8, 17], [9, 13], [10, 12], [11, 12], [12, 9], [13, 9], [14, 9], [15, 9], [16, 9], [17, 9], [18, 9], [19, 9], [20, 9], [21, 8], [22, 4], [23, 4], [24, 4], [25, 4], [26, 4], [27, 4], [28, 4], [29, 4], [30, 4], [31, 4], [32, 4], [33, 4], [34, 4], [35, 4], [36, 4], [37, 4], [38, 4], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3], [48, 3], [49, 3], [50, 1], [51, 1], [52, 1], [53, 1], [54, 1], [55, 1], [56, 1], [57, 1], [58, 1], [59, 1], [60, 1], [61, 1], [62, 1], [63, 1], [64, 1], [65, 1], [66, 1], [67, 1], [68, 1], [69, 1], [70, 1], [71, 1], [72, 1], [73, 1], [74, 1], [75, 1], [76, 1], [77, 1], [78, 1], [79, 1], [80, 1], [81, 1], [82, 1], [83, 1], [84, 1], [85, 1], [86, 1], [87, 1], [88, 1], [89, 1], [90, 1], [91, 1], [92, 1], [93, 1], [94, 1], [95, 1], [96, 1], [97, 1], [98, 1], [99, 1], [100, 1], [101, 1], [102, 1], [103, 1], [104, 1], [105, 1], [106, 1], [107, 1], [108, 1], [109, 1], [110, 1], [111, 1], [112, 1], [113, 1], [114, 1], [115, 1], [116, 1], [117, 1], [118, 1], [119, 1], [120, 1], [121, 1], [122, 1], [123, 1], [124, 1], [125, 1], [126, 1], [127, 1], [128, 1], [129, 1], [130, 1], [131, 1], [132, 1], [133, 1], [134, 1], [135, 1], [136, 1], [137, 1], [138, 1], [139, 1], [140, 1], [141, 1], [142, 1], [143, 1], [144, 1], [145, 1], [146, 1], [147, 1], [148, 1], [149, 1], [150, 1], [151, 1], [152, 1], [153, 1], [154, 1], [155, 1], [156, 1], [157, 1], [158, 1], [159, 1], [160, 1], [161, 1], [162, 1], [163, 1], [164, 1], [165, 1], [166, 1], [167, 1], [168, 1], [169, 1], [170, 1], [171, 1], [172, 1], [173, 1], [174, 1], [175, 1], [176, 1], [177, 1], [178, 1], [179, 1], [180, 1], [181, 1], [182, 1], [183, 1], [184, 1], [185, 1], [186, 1], [187, 1], [188, 1], [189, 1], [190, 1], [191, 1], [192, 1], [193, 1], [194, 1], [195, 0]]","[3, 1, 2, 1, 5, 3, 4, 0, 4, 0, 1, 2, 4, 2, 2, 3, 0, 4, 4, 0, 5, 2, 1, 5, 5, 2, 4, 5, 5, 4, 0, 0, 4, 1, 2, 4, 2, 2, 5, 4, 0, 4, 2, 4, 5, 1, 3]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'roulette', 'CROSSOVER_METHOD': 'two_point', 'MUTATE_METHOD': 'one'}",0.29102516174316406,6,0,107,"[[0, 29], [1, 22], [2, 21], [3, 21], [4, 21], [5, 18], [6, 18], [7, 18], [8, 18], [9, 16], [10, 16], [11, 15], [12, 15], [13, 15], [14, 15], [15, 14], [16, 13], [17, 13], [18, 13], [19, 13], [20, 12], [21, 12], [22, 12], [23, 12], [24, 10], [25, 9], [26, 9], [27, 9], [28, 8], [29, 8], [30, 8], [31, 7], [32, 7], [33, 5], [34, 5], [35, 5], [36, 5], [37, 5], [38, 5], [39, 5], [40, 5], [41, 5], [42, 4], [43, 4], [44, 4], [45, 4], [46, 4], [47, 4], [48, 4], [49, 4], [50, 4], [51, 4], [52, 4], [53, 4], [54, 4], [55, 4], [56, 4], [57, 4], [58, 4], [59, 3], [60, 3], [61, 3], [62, 3], [63, 3], [64, 2], [65, 2], [66, 2], [67, 2], [68, 2], [69, 2], [70, 2], [71, 2], [72, 2], [73, 2], [74, 2], [75, 2], [76, 2], [77, 2], [78, 2], [79, 2], [80, 2], [81, 2], [82, 2], [83, 2], [84, 2], [85, 2], [86, 2], [87, 2], [88, 2], [89, 2], [90, 2], [91, 2], [92, 2], [93, 2], [94, 2], [95, 2], [96, 2], [97, 2], [98, 1], [99, 1], [100, 1], [101, 1], [102, 1], [103, 1], [104, 1], [105, 1], [106, 1], [107, 0]]","[3, 1, 0, 0, 3, 5, 4, 5, 4, 5, 3, 2, 4, 0, 4, 2, 4, 5, 4, 0, 5, 2, 3, 2, 1, 0, 0, 2, 5, 5, 5, 5, 1, 1, 5, 2, 2, 2, 2, 4, 2, 2, 0, 2, 2, 1, 3]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'roulette', 'CROSSOVER_METHOD': 'two_point', 'MUTATE_METHOD': 'independent'}",1.11326265335083,6,0,365,"[[0, 22], [1, 22], [2, 19], [3, 15], [4, 15], [5, 15], [6, 15], [7, 15], [8, 15], [9, 15], [10, 15], [11, 15], [12, 11], [13, 11], [14, 11], [15, 11], [16, 11], [17, 11], [18, 9], [19, 9], [20, 9], [21, 9], [22, 9], [23, 9], [24, 9], [25, 9], [26, 9], [27, 9], [28, 9], [29, 9], [30, 9], [31, 9], [32, 9], [33, 9], [34, 9], [35, 9], [36, 9], [37, 5], [38, 5], [39, 5], [40, 5], [41, 5], [42, 5], [43, 5], [44, 5], [45, 5], [46, 5], [47, 5], [48, 5], [49, 4], [50, 4], [51, 4], [52, 4], [53, 4], [54, 4], [55, 4], [56, 4], [57, 4], [58, 4], [59, 4], [60, 4], [61, 4], [62, 4], [63, 4], [64, 4], [65, 4], [66, 4], [67, 4], [68, 4], [69, 4], [70, 4], [71, 4], [72, 4], [73, 4], [74, 4], [75, 4], [76, 4], [77, 4], [78, 4], [79, 4], [80, 4], [81, 4], [82, 4], [83, 4], [84, 4], [85, 4], [86, 4], [87, 4], [88, 4], [89, 4], [90, 4], [91, 4], [92, 4], [93, 4], [94, 4], [95, 4], [96, 4], [97, 4], [98, 4], [99, 4], [100, 4], [101, 4], [102, 4], [103, 4], [104, 4], [105, 4], [106, 4], [107, 3], [108, 3], [109, 3], [110, 3], [111, 3], [112, 3], [113, 3], [114, 3], [115, 3], [116, 3], [117, 3], [118, 3], [119, 3], [120, 3], [121, 3], [122, 3], [123, 3], [124, 3], [125, 3], [126, 3], [127, 3], [128, 3], [129, 3], [130, 3], [131, 3], [132, 3], [133, 3], [134, 3], [135, 2], [136, 2], [137, 2], [138, 2], [139, 2], [140, 2], [141, 2], [142, 2], [143, 2], [144, 2], [145, 2], [146, 2], [147, 2], [148, 2], [149, 2], [150, 2], [151, 2], [152, 2], [153, 2], [154, 2], [155, 2], [156, 2], [157, 2], [158, 2], [159, 2], [160, 2], [161, 2], [162, 2], [163, 2], [164, 2], [165, 2], [166, 2], [167, 2], [168, 2], [169, 2], [170, 2], [171, 2], [172, 2], [173, 2], [174, 2], [175, 2], [176, 2], [177, 2], [178, 2], [179, 2], [180, 2], [181, 2], [182, 2], [183, 2], [184, 2], [185, 2], [186, 2], [187, 2], [188, 2], [189, 2], [190, 2], [191, 2], [192, 2], [193, 2], [194, 2], [195, 2], [196, 2], [197, 2], [198, 2], [199, 2], [200, 2], [201, 2], [202, 2], [203, 2], [204, 2], [205, 2], [206, 2], [207, 2], [208, 2], [209, 2], [210, 2], [211, 2], [212, 2], [213, 2], [214, 2], [215, 2], [216, 2], [217, 2], [218, 2], [219, 2], [220, 2], [221, 2], [222, 2], [223, 2], [224, 2], [225, 2], [226, 2], [227, 2], [228, 2], [229, 2], [230, 2], [231, 2], [232, 2], [233, 2], [234, 2], [235, 2], [236, 2], [237, 2], [238, 2], [239, 2], [240, 2], [241, 2], [242, 2], [243, 2], [244, 2], [245, 2], [246, 2], [247, 2], [248, 2], [249, 2], [250, 2], [251, 2], [252, 2], [253, 2], [254, 2], [255, 2], [256, 2], [257, 2], [258, 2], [259, 2], [260, 2], [261, 2], [262, 2], [263, 2], [264, 2], [265, 2], [266, 2], [267, 2], [268, 2], [269, 2], [270, 2], [271, 2], [272, 2], [273, 2], [274, 2], [275, 2], [276, 2], [277, 2], [278, 2], [279, 2], [280, 2], [281, 2], [282, 2], [283, 2], [284, 2], [285, 2], [286, 2], [287, 2], [288, 2], [289, 2], [290, 2], [291, 2], [292, 2], [293, 2], [294, 2], [295, 2], [296, 2], [297, 2], [298, 2], [299, 2], [300, 2], [301, 2], [302, 2], [303, 2], [304, 2], [305, 2], [306, 2], [307, 2], [308, 2], [309, 2], [310, 2], [311, 2], [312, 2], [313, 2], [314, 2], [315, 2], [316, 2], [317, 2], [318, 2], [319, 2], [320, 2], [321, 2], [322, 2], [323, 2], [324, 2], [325, 2], [326, 2], [327, 2], [328, 2], [329, 2], [330, 2], [331, 2], [332, 2], [333, 2], [334, 1], [335, 1], [336, 1], [337, 1], [338, 1], [339, 1], [340, 1], [341, 1], [342, 1], [343, 1], [344, 1], [345, 1], [346, 1], [347, 1], [348, 1], [349, 1], [350, 1], [351, 1], [352, 1], [353, 1], [354, 1], [355, 1], [356, 1], [357, 1], [358, 1], [359, 1], [360, 1], [361, 1], [362, 1], [363, 1], [364, 1], [365, 0]]","[4, 2, 3, 3, 0, 4, 2, 4, 5, 2, 0, 0, 0, 4, 1, 0, 1, 1, 1, 1, 4, 0, 5, 4, 5, 3, 3, 2, 5, 5, 1, 3, 5, 3, 4, 2, 3, 3, 1, 1, 1, 1, 2, 2, 3, 2, 0]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'roulette', 'CROSSOVER_METHOD': 'uniform', 'MUTATE_METHOD': 'one'}",0.18400788307189941,6,0,64,"[[0, 25], [1, 21], [2, 21], [3, 21], [4, 21], [5, 21], [6, 21], [7, 18], [8, 18], [9, 18], [10, 18], [11, 18], [12, 18], [13, 18], [14, 18], [15, 18], [16, 18], [17, 15], [18, 15], [19, 15], [20, 15], [21, 15], [22, 12], [23, 12], [24, 12], [25, 12], [26, 12], [27, 12], [28, 12], [29, 12], [30, 12], [31, 12], [32, 11], [33, 10], [34, 8], [35, 8], [36, 8], [37, 8], [38, 7], [39, 7], [40, 7], [41, 7], [42, 7], [43, 7], [44, 6], [45, 6], [46, 6], [47, 6], [48, 3], [49, 3], [50, 3], [51, 3], [52, 3], [53, 2], [54, 2], [55, 2], [56, 2], [57, 2], [58, 2], [59, 2], [60, 2], [61, 2], [62, 2], [63, 2], [64, 0]]","[4, 1, 4, 1, 0, 2, 3, 3, 3, 3, 1, 0, 1, 2, 1, 0, 3, 3, 2, 3, 2, 1, 4, 4, 5, 4, 5, 5, 2, 5, 2, 5, 5, 1, 5, 0, 2, 1, 2, 2, 0, 2, 2, 2, 5, 4, 3]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'roulette', 'CROSSOVER_METHOD': 'uniform', 'MUTATE_METHOD': 'independent'}",0.9204699993133545,6,0,300,"[[0, 25], [1, 21], [2, 21], [3, 15], [4, 15], [5, 15], [6, 15], [7, 15], [8, 15], [9, 15], [10, 15], [11, 15], [12, 15], [13, 15], [14, 15], [15, 15], [16, 15], [17, 11], [18, 11], [19, 11], [20, 11], [21, 11], [22, 11], [23, 11], [24, 11], [25, 11], [26, 11], [27, 11], [28, 11], [29, 9], [30, 9], [31, 9], [32, 9], [33, 9], [34, 9], [35, 9], [36, 9], [37, 9], [38, 9], [39, 9], [40, 9], [41, 9], [42, 6], [43, 6], [44, 6], [45, 6], [46, 6], [47, 6], [48, 6], [49, 6], [50, 6], [51, 6], [52, 6], [53, 6], [54, 6], [55, 6], [56, 6], [57, 6], [58, 6], [59, 6], [60, 6], [61, 6], [62, 6], [63, 6], [64, 6], [65, 6], [66, 6], [67, 6], [68, 6], [69, 6], [70, 6], [71, 6], [72, 6], [73, 6], [74, 6], [75, 6], [76, 6], [77, 6], [78, 6], [79, 6], [80, 6], [81, 5], [82, 5], [83, 5], [84, 5], [85, 5], [86, 5], [87, 5], [88, 5], [89, 5], [90, 5], [91, 5], [92, 5], [93, 5], [94, 5], [95, 5], [96, 5], [97, 5], [98, 5], [99, 5], [100, 5], [101, 4], [102, 4], [103, 4], [104, 4], [105, 4], [106, 4], [107, 4], [108, 4], [109, 4], [110, 4], [111, 4], [112, 4], [113, 4], [114, 4], [115, 4], [116, 4], [117, 4], [118, 4], [119, 4], [120, 4], [121, 4], [122, 4], [123, 4], [124, 3], [125, 3], [126, 3], [127, 3], [128, 3], [129, 3], [130, 3], [131, 3], [132, 3], [133, 3], [134, 3], [135, 3], [136, 3], [137, 3], [138, 3], [139, 3], [140, 3], [141, 3], [142, 3], [143, 3], [144, 3], [145, 3], [146, 3], [147, 3], [148, 3], [149, 3], [150, 3], [151, 3], [152, 3], [153, 2], [154, 2], [155, 2], [156, 2], [157, 2], [158, 2], [159, 2], [160, 2], [161, 2], [162, 2], [163, 2], [164, 2], [165, 2], [166, 2], [167, 2], [168, 2], [169, 2], [170, 2], [171, 2], [172, 2], [173, 2], [174, 2], [175, 2], [176, 2], [177, 2], [178, 2], [179, 2], [180, 2], [181, 2], [182, 2], [183, 2], [184, 2], [185, 2], [186, 2], [187, 2], [188, 2], [189, 2], [190, 2], [191, 2], [192, 2], [193, 2], [194, 2], [195, 2], [196, 2], [197, 2], [198, 2], [199, 2], [200, 2], [201, 2], [202, 2], [203, 2], [204, 2], [205, 2], [206, 2], [207, 2], [208, 2], [209, 2], [210, 2], [211, 2], [212, 2], [213, 2], [214, 2], [215, 2], [216, 2], [217, 2], [218, 2], [219, 2], [220, 2], [221, 2], [222, 2], [223, 2], [224, 2], [225, 2], [226, 2], [227, 2], [228, 2], [229, 2], [230, 2], [231, 2], [232, 2], [233, 2], [234, 2], [235, 2], [236, 2], [237, 2], [238, 2], [239, 2], [240, 2], [241, 2], [242, 2], [243, 2], [244, 2], [245, 2], [246, 2], [247, 2], [248, 2], [249, 2], [250, 1], [251, 1], [252, 1], [253, 1], [254, 1], [255, 1], [256, 1], [257, 1], [258, 1], [259, 1], [260, 1], [261, 1], [262, 1], [263, 1], [264, 1], [265, 1], [266, 1], [267, 1], [268, 1], [269, 1], [270, 1], [271, 1], [272, 1], [273, 1], [274, 1], [275, 1], [276, 1], [277, 1], [278, 1], [279, 1], [280, 1], [281, 1], [282, 1], [283, 1], [284, 1], [285, 1], [286, 1], [287, 1], [288, 1], [289, 1], [290, 1], [291, 1], [292, 1], [293, 1], [294, 1], [295, 1], [296, 1], [297, 1], [298, 1], [299, 1], [300, 0]]","[5, 1, 5, 3, 0, 4, 1, 2, 1, 2, 5, 5, 3, 5, 3, 0, 2, 0, 2, 2, 0, 5, 4, 4, 1, 4, 1, 0, 0, 1, 4, 1, 0, 3, 0, 3, 3, 3, 0, 0, 1, 3, 3, 2, 3, 1, 5]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'rank', 'CROSSOVER_METHOD': 'two_point', 'MUTATE_METHOD': 'one'}",0.18471407890319824,6,0,58,"[[0, 27], [1, 25], [2, 22], [3, 22], [4, 19], [5, 18], [6, 18], [7, 18], [8, 18], [9, 18], [10, 18], [11, 17], [12, 15], [13, 15], [14, 15], [15, 12], [16, 12], [17, 12], [18, 12], [19, 10], [20, 10], [21, 10], [22, 10], [23, 9], [24, 9], [25, 6], [26, 6], [27, 6], [28, 6], [29, 6], [30, 6], [31, 6], [32, 5], [33, 4], [34, 4], [35, 4], [36, 3], [37, 3], [38, 3], [39, 3], [40, 2], [41, 1], [42, 1], [43, 1], [44, 1], [45, 1], [46, 1], [47, 1], [48, 1], [49, 1], [50, 1], [51, 1], [52, 1], [53, 1], [54, 1], [55, 1], [56, 1], [57, 1], [58, 0]]","[0, 5, 3, 4, 1, 2, 5, 3, 3, 5, 1, 1, 5, 3, 4, 5, 2, 2, 3, 2, 5, 4, 0, 0, 4, 0, 3, 0, 0, 2, 2, 3, 2, 4, 2, 1, 2, 3, 2, 2, 2, 4, 2, 2, 1, 0, 5]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'rank', 'CROSSOVER_METHOD': 'two_point', 'MUTATE_METHOD': 'independent'}",1.1045618057250977,6,0,325,"[[0, 23], [1, 22], [2, 22], [3, 18], [4, 18], [5, 17], [6, 17], [7, 17], [8, 15], [9, 15], [10, 12], [11, 12], [12, 12], [13, 12], [14, 12], [15, 12], [16, 12], [17, 12], [18, 12], [19, 12], [20, 12], [21, 12], [22, 12], [23, 12], [24, 12], [25, 12], [26, 12], [27, 12], [28, 11], [29, 11], [30, 10], [31, 10], [32, 10], [33, 10], [34, 9], [35, 8], [36, 8], [37, 8], [38, 8], [39, 8], [40, 8], [41, 7], [42, 7], [43, 7], [44, 7], [45, 7], [46, 7], [47, 7], [48, 7], [49, 7], [50, 7], [51, 7], [52, 7], [53, 7], [54, 7], [55, 7], [56, 7], [57, 7], [58, 7], [59, 7], [60, 7], [61, 6], [62, 6], [63, 6], [64, 5], [65, 5], [66, 5], [67, 5], [68, 5], [69, 5], [70, 5], [71, 5], [72, 5], [73, 5], [74, 5], [75, 5], [76, 5], [77, 5], [78, 5], [79, 5], [80, 5], [81, 5], [82, 5], [83, 5], [84, 5], [85, 5], [86, 5], [87, 5], [88, 5], [89, 5], [90, 5], [91, 5], [92, 5], [93, 5], [94, 5], [95, 5], [96, 5], [97, 5], [98, 5], [99, 5], [100, 5], [101, 5], [102, 5], [103, 5], [104, 4], [105, 4], [106, 4], [107, 4], [108, 4], [109, 4], [110, 3], [111, 3], [112, 3], [113, 3], [114, 3], [115, 3], [116, 3], [117, 3], [118, 3], [119, 3], [120, 3], [121, 3], [122, 3], [123, 3], [124, 3], [125, 3], [126, 3], [127, 3], [128, 3], [129, 3], [130, 3], [131, 3], [132, 3], [133, 3], [134, 2], [135, 2], [136, 2], [137, 2], [138, 2], [139, 2], [140, 2], [141, 2], [142, 2], [143, 2], [144, 2], [145, 2], [146, 2], [147, 2], [148, 2], [149, 2], [150, 2], [151, 2], [152, 2], [153, 2], [154, 2], [155, 2], [156, 2], [157, 2], [158, 2], [159, 2], [160, 2], [161, 2], [162, 1], [163, 1], [164, 1], [165, 1], [166, 1], [167, 1], [168, 1], [169, 1], [170, 1], [171, 1], [172, 1], [173, 1], [174, 1], [175, 1], [176, 1], [177, 1], [178, 1], [179, 1], [180, 1], [181, 1], [182, 1], [183, 1], [184, 1], [185, 1], [186, 1], [187, 1], [188, 1], [189, 1], [190, 1], [191, 1], [192, 1], [193, 1], [194, 1], [195, 1], [196, 1], [197, 1], [198, 1], [199, 1], [200, 1], [201, 1], [202, 1], [203, 1], [204, 1], [205, 1], [206, 1], [207, 1], [208, 1], [209, 1], [210, 1], [211, 1], [212, 1], [213, 1], [214, 1], [215, 1], [216, 1], [217, 1], [218, 1], [219, 1], [220, 1], [221, 1], [222, 1], [223, 1], [224, 1], [225, 1], [226, 1], [227, 1], [228, 1], [229, 1], [230, 1], [231, 1], [232, 1], [233, 1], [234, 1], [235, 1], [236, 1], [237, 1], [238, 1], [239, 1], [240, 1], [241, 1], [242, 1], [243, 1], [244, 1], [245, 1], [246, 1], [247, 1], [248, 1], [249, 1], [250, 1], [251, 1], [252, 1], [253, 1], [254, 1], [255, 1], [256, 1], [257, 1], [258, 1], [259, 1], [260, 1], [261, 1], [262, 1], [263, 1], [264, 1], [265, 1], [266, 1], [267, 1], [268, 1], [269, 1], [270, 1], [271, 1], [272, 1], [273, 1], [274, 1], [275, 1], [276, 1], [277, 1], [278, 1], [279, 1], [280, 1], [281, 1], [282, 1], [283, 1], [284, 1], [285, 1], [286, 1], [287, 1], [288, 1], [289, 1], [290, 1], [291, 1], [292, 1], [293, 1], [294, 1], [295, 1], [296, 1], [297, 1], [298, 1], [299, 1], [300, 1], [301, 1], [302, 1], [303, 1], [304, 1], [305, 1], [306, 1], [307, 1], [308, 1], [309, 1], [310, 1], [311, 1], [312, 1], [313, 1], [314, 1], [315, 1], [316, 1], [317, 1], [318, 1], [319, 1], [320, 1], [321, 1], [322, 1], [323, 1], [324, 1], [325, 0]]","[2, 4, 2, 3, 0, 0, 4, 1, 5, 0, 2, 1, 4, 1, 4, 0, 1, 0, 1, 1, 1, 3, 5, 2, 5, 3, 3, 0, 0, 0, 5, 5, 0, 3, 1, 3, 3, 3, 0, 1, 3, 1, 3, 0, 2, 2, 4]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'rank', 'CROSSOVER_METHOD': 'uniform', 'MUTATE_METHOD': 'one'}",0.23993396759033203,6,0,75,"[[0, 20], [1, 20], [2, 20], [3, 20], [4, 19], [5, 19], [6, 17], [7, 16], [8, 13], [9, 13], [10, 13], [11, 13], [12, 11], [13, 11], [14, 10], [15, 10], [16, 9], [17, 9], [18, 9], [19, 6], [20, 6], [21, 6], [22, 6], [23, 6], [24, 6], [25, 6], [26, 5], [27, 4], [28, 4], [29, 4], [30, 4], [31, 4], [32, 3], [33, 2], [34, 2], [35, 2], [36, 2], [37, 2], [38, 1], [39, 1], [40, 1], [41, 1], [42, 1], [43, 1], [44, 1], [45, 1], [46, 1], [47, 1], [48, 1], [49, 1], [50, 1], [51, 1], [52, 1], [53, 1], [54, 1], [55, 1], [56, 1], [57, 1], [58, 1], [59, 1], [60, 1], [61, 1], [62, 1], [63, 1], [64, 1], [65, 1], [66, 1], [67, 1], [68, 1], [69, 1], [70, 1], [71, 1], [72, 1], [73, 1], [74, 1], [75, 0]]","[2, 3, 2, 3, 0, 1, 4, 1, 5, 4, 3, 1, 3, 1, 3, 4, 1, 4, 1, 1, 1, 3, 2, 0, 0, 5, 3, 0, 4, 5, 1, 5, 4, 3, 0, 0, 1, 3, 4, 1, 4, 4, 4, 4, 3, 0, 2]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'rank', 'CROSSOVER_METHOD': 'uniform', 'MUTATE_METHOD': 'independent'}",NO_SOLUTION,6,1,999,,
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'sus', 'CROSSOVER_METHOD': 'two_point', 'MUTATE_METHOD': 'one'}",0.27964186668395996,6,0,94,"[[0, 25], [1, 25], [2, 25], [3, 22], [4, 22], [5, 21], [6, 21], [7, 21], [8, 18], [9, 18], [10, 16], [11, 15], [12, 15], [13, 15], [14, 14], [15, 13], [16, 13], [17, 13], [18, 12], [19, 12], [20, 10], [21, 10], [22, 10], [23, 8], [24, 8], [25, 7], [26, 6], [27, 6], [28, 6], [29, 5], [30, 5], [31, 5], [32, 5], [33, 5], [34, 5], [35, 5], [36, 5], [37, 5], [38, 5], [39, 5], [40, 5], [41, 5], [42, 5], [43, 5], [44, 5], [45, 5], [46, 4], [47, 4], [48, 4], [49, 4], [50, 4], [51, 4], [52, 3], [53, 3], [54, 3], [55, 3], [56, 3], [57, 3], [58, 3], [59, 3], [60, 3], [61, 3], [62, 2], [63, 2], [64, 2], [65, 2], [66, 2], [67, 2], [68, 2], [69, 2], [70, 2], [71, 2], [72, 2], [73, 2], [74, 2], [75, 2], [76, 2], [77, 2], [78, 2], [79, 2], [80, 2], [81, 2], [82, 2], [83, 2], [84, 2], [85, 2], [86, 2], [87, 1], [88, 1], [89, 1], [90, 1], [91, 1], [92, 1], [93, 1], [94, 0]]","[0, 4, 3, 3, 0, 1, 1, 1, 1, 1, 4, 0, 4, 3, 3, 0, 0, 5, 2, 2, 0, 0, 1, 0, 5, 2, 2, 0, 2, 2, 5, 2, 2, 4, 5, 2, 5, 4, 4, 0, 2, 5, 2, 2, 2, 1, 3]"
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'sus', 'CROSSOVER_METHOD': 'two_point', 'MUTATE_METHOD': 'independent'}",NO_SOLUTION,6,2,999,,
"{'filename': 'myciel5.col', 'POPULATION_SIZE': 100, 'GENERATIONS': 1000, 'MUTATION_RATE': 0.06, 'ELITISM_SIZE': 3, 'TOURNAMENT_SIZE': 6, 'SELECTION_METHOD': 'sus', 'CROSSOVER_METHOD': 'uniform', 'MUTATE_METHOD': 'one'}",0.22922992706298828,6,0,75,"[[0, 26], [1, 26], [2, 24], [3, 24], [4, 21], [5, 17], [6, 17], [7, 17], [8, 17], [9, 14], [10, 14], [11, 14], [12, 13], [13, 13], [14, 13], [15, 10], [16, 9], [17, 9], [18, 9], [19, 9], [20, 7], [21, 7], [22, 7], [23, 7], [24, 5], [25, 5], [26, 5], [27, 4], [28, 4], [29, 4], [30, 4], [31, 3], [32, 3], [33, 3], [34, 3], [35, 2], [36, 2], [37, 2], [38, 2], [39, 2], [40, 2], [41, 2], [42, 1], [43, 1], [44, 1], [45, 1], [46, 1], [47, 1], [48, 1], [49, 1], [50, 1], [51, 1], [52, 1], [53, 1], [54, 1], [55, 1], [56, 1], [57, 1], [58, 1], [59, 1], [60, 1], [61, 1], [62, 1], [63, 1], [64, 1], [65, 1], [66, 1], [67, 1], [68, 1], [69, 1], [70, 1], [71, 1], [72, 1], [73, 1], [74, 1], [75, 0]]","[2, 5, 4, 4, 2, 3, 5, 4, 5, 3, 2, 1, 5, 4, 4, 2, 1, 1, 4, 5, 1, 2, 3, 2, 5, 4, 4, 0, 1, 5, 1, 0, 5, 2, 1, 5, 1, 0, 1, 1, 0, 1, 5, 0, 1, 0, 3]"
